family_size,residential_area,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cb_person_cred_hist_average_value
2-Jan,rural,27,80000,RENT,3,ELECTRONICS,A,20000,17,0,0.25,N,9,55577.833
2-Jan,rural,32,45000,MORTGAGE,7,ELECTRONICS,A,4000,17,0,0.09,N,5,25126.426
2-Jan,rural,32,36000,MORTGAGE,7,PERSONAL,A,2600,17,0,0.07,N,10,168332.747
2-Jan,rural,28,50000,RENT,4,PERSONAL,A,15000,17,0,0.3,N,8,122518.416
2-Jan,rural,27,32000,RENT,1,PERSONAL,A,5800,17,0,0.18,N,7,51994.397
3-Jan,rural,32,120000,MORTGAGE,0,FURNITURE,A,6600,17,0,0.06,N,5,23538.031
2-Jan,rural,29,63000,RENT,13,MEDICAL,A,10000,17,0,0.16,N,5,15069.178
2-Jan,rural,27,90000,RENT,4,HEALTHANDBEAUTY,A,10000,17,0,0.11,N,9,61709.212
2-Jan,rural,32,34000,MORTGAGE,5,PERSONAL,A,4000,17,0,0.12,N,6,37109.699
3-Jan,rural,27,65000,MORTGAGE,11,HOMEIMPROVEMENT,A,8000,17,0,0.12,N,9,4662.426
2-Jan,rural,32,50000,OWN,16,MEDICAL,A,8000,17,0,0.16,N,10,64409.083
3-Jan,rural,33,96000,MORTGAGE,5,HEALTHANDBEAUTY,A,9000,17,0,0.09,N,7,145451.391
2-Jan,rural,32,45000,MORTGAGE,6,MEDICAL,A,6400,17,0,0.14,N,9,62253.273
3-Jan,rural,28,90080,MORTGAGE,9,HOMEIMPROVEMENT,A,5500,17,0,0.06,N,6,148103.716
2-Jan,rural,27,51000,OWN,11,HEALTHANDBEAUTY,A,18000,17,0,0.35,N,6,166782.457
2-Jan,rural,27,43200,RENT,4,MEDICAL,A,10000,17,0,0.23,N,6,173772.447
2-Jan,urban,31,24000,RENT,2,PERSONAL,A,3000,17,0,0.13,N,8,37524.124
3-Jan,rural,28,65000,MORTGAGE,3,HOMEIMPROVEMENT,A,10000,17,0,0.15,N,7,199531.622
2-Jan,rural,27,36400,RENT,5,ELECTRONICS,A,9000,17,0,0.25,N,6,185116.753
2-Jan,rural,28,43200,RENT,1,ELECTRONICS,A,3000,17,0,0.07,N,7,109341.263
3-Jan,rural,39,200000,MORTGAGE,3,PERSONAL,A,4800,17,0,0.02,N,13,37123.314
3-Jan,rural,36,200000,MORTGAGE,8,MEDICAL,A,14000,17,0,0.07,N,15,60084.77
3-Jan,rural,39,170000,MORTGAGE,16,MEDICAL,A,32000,17,0,0.19,N,13,162378.121
2-Jan,rural,36,42000,RENT,1,ELECTRONICS,A,21000,17,1,0.5,N,11,6221.896
2-Jan,rural,48,39915,RENT,15,HEALTHANDBEAUTY,A,20000,17,1,0.5,N,12,30619.643
2-Jan,rural,42,32004,RENT,1,FURNITURE,A,2500,17,1,0.08,N,17,141264.346
2-Jan,rural,47,33888,MORTGAGE,5,PERSONAL,A,7000,17,0,0.21,N,13,73601.814
2-Jan,rural,38,34800,MORTGAGE,2,PERSONAL,A,6250,17,0,0.18,N,16,143886.929
2-Jan,rural,43,125000,RENT,4,ELECTRONICS,A,3250,17,0,0.03,N,16,140800.716
2-Jan,rural,37,36000,MORTGAGE,7,ELECTRONICS,A,9000,17,0,0.25,N,17,30229.203
2-Jan,rural,39,119000,RENT,2,ELECTRONICS,A,10800,17,0,0.09,N,13,53820.38
2-Jan,rural,38,40000,OWN,6,MEDICAL,A,9000,17,0,0.23,N,16,38378.029
2-Jan,urban,39,24000,RENT,0,FURNITURE,A,4800,17,0,0.2,N,16,180197.608
2-Jan,rural,41,42000,RENT,2,HEALTHANDBEAUTY,A,5000,17,0,0.12,N,15,146548.335
2-Jan,rural,37,44000,MORTGAGE,14,PERSONAL,A,5000,17,0,0.11,N,13,107181.901
2-Jan,urban,39,24000,RENT,1,MEDICAL,A,8500,17,1,0.35,N,12,33715.392
2-Jan,rural,40,58500,RENT,3,ELECTRONICS,A,5000,17,0,0.09,N,11,84884.478
2-Jan,rural,50,51500,OWN,7,HEALTHANDBEAUTY,A,10875,17,0,0.21,N,14,166146.446
2-Jan,rural,43,32000,RENT,0,HEALTHANDBEAUTY,A,6400,17,0,0.2,N,16,110319.004
2-Jan,rural,37,45000,RENT,1,FURNITURE,A,7000,17,0,0.16,N,15,118225.238
2-Jan,rural,38,55550,MORTGAGE,1,HOMEIMPROVEMENT,A,22500,17,0,0.41,N,12,73007.908
2-Jan,rural,36,56500,MORTGAGE,7,HEALTHANDBEAUTY,A,12000,17,0,0.21,N,17,158396.203
2-Jan,urban,44,28000,RENT,15,ELECTRONICS,A,8000,17,0,0.29,N,11,121898.917
3-Jan,rural,50,60000,MORTGAGE,8,FURNITURE,A,2000,17,0,0.03,N,15,135633.886
2-Jan,rural,43,50000,RENT,,HOMEIMPROVEMENT,A,8000,17,0,0.16,N,16,164679.884
3-Jan,urban,38,61450,OWN,6,HEALTHANDBEAUTY,A,12500,17,0,0.2,N,16,39535.774
2-Jan,rural,49,72000,RENT,4,FURNITURE,A,8000,17,0,0.11,N,17,135563.395
3-Jan,urban,39,62000,OWN,3,PERSONAL,A,7200,17,0,0.12,N,12,44064.26
3-Jan,rural,36,62400,MORTGAGE,0,FURNITURE,A,2400,17,0,0.04,N,14,30785.928
3-Jan,rural,36,63177,MORTGAGE,3,MEDICAL,A,6250,17,0,0.1,N,12,50460.056
2-Jan,rural,37,70000,RENT,6,HOMEIMPROVEMENT,A,8400,17,0,0.12,N,15,136902.502
3-Jan,rural,43,65000,MORTGAGE,27,HEALTHANDBEAUTY,A,6000,17,0,0.09,N,17,151240.77
2-Jan,rural,41,40000,RENT,3,PERSONAL,A,9200,17,0,0.23,N,13,85720.192
2-Jan,rural,39,60000,RENT,4,FURNITURE,A,4300,17,0,0.07,N,17,97973.329
2-Jan,rural,42,30000,RENT,0,FURNITURE,A,4200,17,0,0.14,N,13,182719.68
2-Jan,rural,42,50426,RENT,0,PERSONAL,A,4200,17,0,0.08,N,11,111396.113
3-Jan,rural,50,74400,MORTGAGE,5,HEALTHANDBEAUTY,A,7000,17,0,0.09,N,14,90318.979
2-Jan,rural,42,69228,RENT,3,HOMEIMPROVEMENT,A,10000,17,0,0.14,N,13,24667.383
3-Jan,rural,37,75600,MORTGAGE,3,FURNITURE,A,28000,17,0,0.37,N,15,191269.647
2-Jan,urban,48,20400,RENT,4,MEDICAL,A,12000,17,1,0.59,N,12,135870.65
2-Jan,rural,37,32000,RENT,0,HEALTHANDBEAUTY,A,12000,17,1,0.38,N,15,1998.689
3-Jan,rural,36,106000,MORTGAGE,15,HOMEIMPROVEMENT,A,4025,17,0,0.04,N,14,154673.979
3-Jan,rural,40,125000,MORTGAGE,3,PERSONAL,A,10200,17,0,0.08,N,13,190949.764
2-Jan,rural,37,92500,RENT,1,ELECTRONICS,A,15000,17,0,0.16,N,14,11837.704
2-Jan,rural,41,40000,RENT,3,PERSONAL,A,9200,17,0,0.23,N,15,15592.789
3-Jan,rural,36,62400,MORTGAGE,0,PERSONAL,A,2400,17,0,0.04,N,14,177927.561
3-Jan,rural,40,125000,MORTGAGE,3,HOMEIMPROVEMENT,A,10200,17,0,0.08,N,14,56559.182
2-Jan,rural,41,42000,RENT,2,MEDICAL,A,5000,17,0,0.12,N,12,181801.04
2-Jan,urban,39,24000,RENT,1,FURNITURE,A,8500,17,1,0.35,N,12,29789.226
2-Jan,rural,42,50426,RENT,0,MEDICAL,A,4200,17,0,0.08,N,14,167810.845
2-Jan,rural,52,54833,RENT,14,HOMEIMPROVEMENT,A,20000,17,1,0.36,N,25,101975.645
2-Jan,rural,59,40000,MORTGAGE,5,PERSONAL,A,3600,17,0,0.09,N,24,115248.465
2-Jan,rural,73,42000,MORTGAGE,7,PERSONAL,A,5000,17,0,0.12,N,28,109729.644
2-Jan,rural,61,53000,MORTGAGE,3,PERSONAL,A,7000,17,0,0.13,N,23,13771.705
2-Jan,rural,51,84000,RENT,7,HOMEIMPROVEMENT,A,12000,17,0,0.14,N,23,66786.834
2-Jan,urban,52,29000,OWN,23,PERSONAL,A,7000,17,0,0.24,N,20,127493.554
3-Jan,rural,54,120000,MORTGAGE,4,PERSONAL,A,17625,17,0,0.15,N,20,74359.575
3-Jan,rural,54,120000,MORTGAGE,4,PERSONAL,A,17625,17,0,0.15,N,19,107110.392
6-Apr,urban,21,12000,OWN,5,ELECTRONICS,A,2500,17,1,0.21,N,4,85651.927
2-Jan,urban,26,12000,OWN,2,ELECTRONICS,A,6100,17,1,0.51,N,3,44266.905
3-Jan,rural,23,180000,MORTGAGE,8,PERSONAL,A,28000,17,0,0.16,N,3,11210.573
2-Jan,urban,26,19200,MORTGAGE,5,HEALTHANDBEAUTY,A,4000,17,1,0.21,N,4,82177.591
6-Apr,urban,22,22800,MORTGAGE,5,PERSONAL,A,2000,17,0,0.09,N,3,179201.681
6-Apr,urban,22,23000,MORTGAGE,5,FURNITURE,A,10625,17,0,0.46,N,4,190672.161
2-Jan,rural,23,87550,RENT,7,MEDICAL,A,18000,17,1,0.17,N,3,113485.552
2-Jan,rural,22,58000,RENT,0,ELECTRONICS,A,17475,17,0,0.3,N,3,169336.673
2-Jan,rural,24,55782,RENT,3,FURNITURE,A,17000,17,0,0.3,N,3,85411.606
6-Apr,urban,21,25000,MORTGAGE,6,PERSONAL,A,1000,17,0,0.04,N,3,88580.068
2-Jan,urban,25,28000,RENT,6,FURNITURE,A,1000,17,0,0.04,N,3,180636.794
2-Jan,rural,24,30000,RENT,0,ELECTRONICS,A,1000,17,0,0.03,N,2,173982.92
2-Jan,rural,23,43000,RENT,7,ELECTRONICS,A,1000,17,0,0.02,N,3,152766.073
6-Apr,urban,21,26400,OWN,2,HEALTHANDBEAUTY,A,4000,17,0,0.15,N,4,41605.713
6-Apr,urban,22,27600,MORTGAGE,6,FURNITURE,A,8400,17,0,0.3,N,3,94773.495
6-Apr,urban,21,10000,RENT,,MEDICAL,A,1450,17,0,0.14,N,4,82448.621
2-Jan,rural,23,30000,RENT,1,FURNITURE,A,1500,17,0,0.05,N,3,87012.133
2-Jan,rural,23,45000,RENT,0,ELECTRONICS,A,1500,17,0,0.03,N,4,60626.745
6-Apr,urban,24,15120,RENT,4,MEDICAL,A,1600,17,0,0.11,N,3,72344.272
2-Jan,urban,25,18000,RENT,4,FURNITURE,A,2000,17,1,0.11,N,4,175903.701
3-Jan,rural,21,30000,MORTGAGE,0,MEDICAL,A,7125,17,1,0.24,N,4,36843.919
2-Jan,rural,25,120000,RENT,2,PERSONAL,A,15000,17,0,0.13,N,2,36941.671
3-Jan,rural,21,30000,MORTGAGE,0,HEALTHANDBEAUTY,A,15000,17,0,0.5,N,4,38044.992
2-Jan,rural,26,65000,RENT,3,MEDICAL,A,2000,17,0,0.03,N,2,11967.918
2-Jan,rural,26,32400,RENT,10,ELECTRONICS,A,14000,17,1,0.43,N,4,149436.944
3-Jan,rural,25,30000,MORTGAGE,4,FURNITURE,A,9000,17,0,0.3,N,4,56734.018
3-Jan,rural,24,30996,OWN,,ELECTRONICS,A,8000,17,0,0.26,N,3,104234.58
3-Jan,rural,21,31000,MORTGAGE,5,PERSONAL,A,6000,17,0,0.19,N,4,178425.168
2-Jan,rural,26,31200,MORTGAGE,4,HOMEIMPROVEMENT,A,8400,17,0,0.27,N,3,39334.57
3-Jan,rural,22,31200,MORTGAGE,2,FURNITURE,A,1050,17,1,0.03,N,4,100777.778
6-Apr,urban,23,22000,RENT,0,HEALTHANDBEAUTY,A,2500,17,0,0.11,N,2,183391.016
6-Apr,urban,22,24960,RENT,0,HEALTHANDBEAUTY,A,2500,17,0,0.1,N,2,85194.995
3-Jan,rural,25,31500,MORTGAGE,,ELECTRONICS,A,8250,17,0,0.26,N,4,179157.202
2-Jan,rural,23,35000,RENT,0,FURNITURE,A,2500,17,0,0.07,N,2,156929.498
6-Apr,urban,22,27000,RENT,3,MEDICAL,A,2800,17,1,0.1,N,3,105516.507
3-Jan,rural,22,32004,MORTGAGE,6,ELECTRONICS,A,10000,17,0,0.31,N,2,169157.783
6-Apr,urban,22,15000,RENT,2,HEALTHANDBEAUTY,A,3000,17,1,0.2,N,4,171950.485
3-Jan,rural,25,33600,MORTGAGE,9,MEDICAL,A,7125,17,0,0.21,N,3,72411.338
2-Jan,rural,24,50000,RENT,1,HOMEIMPROVEMENT,A,12000,17,0,0.24,N,4,195006.812
2-Jan,rural,24,52000,RENT,7,PERSONAL,A,12000,17,0,0.23,N,3,30945.313
3-Jan,rural,21,34500,MORTGAGE,3,ELECTRONICS,A,6400,17,0,0.19,N,2,174056.883
2-Jan,rural,23,60000,RENT,1,FURNITURE,A,3000,17,0,0.05,N,2,186493.773
3-Jan,rural,21,35000,MORTGAGE,5,FURNITURE,A,13650,17,0,0.39,N,4,101980.259
2-Jan,rural,26,35000,MORTGAGE,10,HEALTHANDBEAUTY,A,6000,17,0,0.17,N,4,26408.363
3-Jan,rural,22,35004,OWN,0,MEDICAL,A,10000,17,0,0.29,N,4,60429.598
6-Apr,urban,23,24290,RENT,0,MEDICAL,A,3400,17,0,0.14,N,4,193517.546
3-Jan,rural,23,35292,MORTGAGE,7,ELECTRONICS,A,2100,17,0,0.06,N,2,197122.817
6-Apr,urban,21,21600,RENT,2,FURNITURE,A,3500,17,0,0.16,N,2,86020.436
3-Jan,rural,23,35808,MORTGAGE,3,ELECTRONICS,A,8700,17,0,0.24,N,2,19755.715
2-Jan,rural,25,31800,RENT,2,PERSONAL,A,3600,17,0,0.11,N,3,15643.811
3-Jan,rural,22,36000,MORTGAGE,2,PERSONAL,A,12000,17,0,0.33,N,4,17541.145
3-Jan,rural,22,36000,MORTGAGE,0,MEDICAL,A,4500,17,0,0.13,N,2,156841.349
2-Jan,rural,26,36000,MORTGAGE,3,HOMEIMPROVEMENT,A,5400,17,0,0.15,N,4,49445.758
3-Jan,rural,23,36000,OWN,3,ELECTRONICS,A,8500,17,0,0.24,N,3,142012.807
3-Jan,rural,22,36000,MORTGAGE,1,ELECTRONICS,A,6000,17,0,0.17,N,4,163861.02
2-Jan,rural,25,48000,RENT,8,MEDICAL,A,11000,17,0,0.23,N,4,53419.725
2-Jan,rural,24,65000,RENT,5,HOMEIMPROVEMENT,A,11000,17,0,0.17,N,4,156199.408
3-Jan,rural,21,36800,MORTGAGE,5,ELECTRONICS,A,12400,17,0,0.34,N,4,113152.6
2-Jan,rural,26,69000,RENT,11,HOMEIMPROVEMENT,A,10800,17,1,0.16,N,4,75545.145
3-Jan,rural,23,36996,OWN,4,MEDICAL,A,10000,17,0,0.27,N,3,127379.589
2-Jan,rural,26,38000,MORTGAGE,1,HOMEIMPROVEMENT,A,8875,17,0,0.23,N,2,52234.754
3-Jan,rural,22,38000,MORTGAGE,3,FURNITURE,A,6000,17,0,0.16,N,4,39198.604
6-Apr,urban,22,26000,RENT,2,MEDICAL,A,3900,17,0,0.15,N,3,98028.977
2-Jan,rural,26,38400,MORTGAGE,5,FURNITURE,A,6000,17,0,0.16,N,3,37577.49
3-Jan,rural,22,32484,MORTGAGE,6,HOMEIMPROVEMENT,A,6250,17,1,0.19,N,4,20487.122
3-Jan,rural,21,38500,MORTGAGE,5,PERSONAL,A,6500,17,0,0.17,N,3,156697.415
2-Jan,rural,25,35000,RENT,4,ELECTRONICS,A,4000,17,0,0.11,N,3,43414.968
3-Jan,rural,25,38880,MORTGAGE,1,PERSONAL,A,9500,17,0,0.24,N,4,112927.616
3-Jan,rural,25,39000,MORTGAGE,6,FURNITURE,A,6000,17,0,0.15,N,2,51479.029
3-Jan,rural,23,39000,MORTGAGE,8,ELECTRONICS,A,10000,17,0,0.26,N,2,112972.579
2-Jan,rural,21,40000,RENT,3,ELECTRONICS,A,4000,17,0,0.1,N,2,40990.193
2-Jan,rural,22,41000,RENT,7,PERSONAL,A,4000,17,1,0.1,N,3,66287.967
3-Jan,rural,23,39700,MORTGAGE,8,ELECTRONICS,A,8400,17,0,0.21,N,4,119577.614
2-Jan,rural,26,54996,RENT,0,PERSONAL,A,4000,17,0,0.07,N,4,83130.422
3-Jan,rural,23,39996,MORTGAGE,5,ELECTRONICS,A,10000,17,0,0.25,N,3,56167.862
3-Jan,rural,23,39996,MORTGAGE,3,ELECTRONICS,A,3600,17,0,0.09,N,4,196667.063
2-Jan,rural,22,60000,RENT,6,ELECTRONICS,A,4000,17,0,0.07,N,3,119117.999
2-Jan,rural,24,65000,RENT,0,FURNITURE,A,4000,17,0,0.06,N,3,1131.845
3-Jan,rural,22,40000,MORTGAGE,6,MEDICAL,A,7500,17,0,0.19,N,3,184685.451
3-Jan,rural,23,40000,MORTGAGE,7,MEDICAL,A,4000,17,0,0.1,N,2,136370.937
2-Jan,urban,25,15600,RENT,3,PERSONAL,A,4500,17,1,0.29,N,3,116371.718
3-Jan,rural,21,40000,MORTGAGE,5,MEDICAL,A,9000,17,0,0.23,N,4,198520.504
6-Apr,urban,21,27000,RENT,1,ELECTRONICS,A,4800,17,0,0.18,N,2,77178.724
2-Jan,rural,25,45000,RENT,9,ELECTRONICS,A,4800,17,0,0.11,N,3,159367.043
2-Jan,rural,21,45000,RENT,3,HEALTHANDBEAUTY,A,4800,17,0,0.11,N,4,195881.319
2-Jan,rural,24,97850,RENT,5,HOMEIMPROVEMENT,A,10000,17,0,0.1,N,4,61159.626
2-Jan,rural,24,100000,RENT,5,PERSONAL,A,10000,17,0,0.1,N,3,68050.443
3-Jan,rural,25,41718,OWN,3,HEALTHANDBEAUTY,A,5000,17,0,0.12,N,2,146923.015
3-Jan,rural,24,42000,MORTGAGE,3,ELECTRONICS,A,8675,17,0,0.21,N,4,46164.829
2-Jan,rural,23,65000,RENT,0,HEALTHANDBEAUTY,A,9975,17,0,0.15,N,2,60462.004
2-Jan,rural,23,44000,RENT,7,ELECTRONICS,A,9800,17,1,0.22,N,2,41635.454
2-Jan,rural,24,82500,RENT,8,MEDICAL,A,9800,17,0,0.12,N,4,5682.792
2-Jan,rural,22,34000,RENT,3,FURNITURE,A,4975,17,1,0.15,N,2,164201.25
2-Jan,rural,22,31404,RENT,0,PERSONAL,A,5000,17,0,0.16,N,3,121406.274
3-Jan,rural,24,42000,OWN,7,MEDICAL,A,3000,17,0,0.07,N,2,65820.657
3-Jan,rural,24,42000,MORTGAGE,3,MEDICAL,A,8500,17,0,0.2,N,4,102106.451
3-Jan,rural,21,42000,MORTGAGE,6,ELECTRONICS,A,3500,17,0,0.08,N,2,21940.966
3-Jan,rural,24,42500,MORTGAGE,5,PERSONAL,A,4800,17,0,0.11,N,2,70546.626
3-Jan,rural,23,42806,MORTGAGE,7,ELECTRONICS,A,1000,17,0,0.02,N,2,145997.114
2-Jan,rural,23,41000,RENT,2,ELECTRONICS,A,5000,17,0,0.12,N,2,93029.65
2-Jan,rural,25,42000,RENT,3,MEDICAL,A,5000,17,0,0.12,N,3,87245.995
2-Jan,rural,25,43000,RENT,6,PERSONAL,A,5000,17,0,0.12,N,3,110239.843
3-Jan,rural,22,43200,MORTGAGE,6,HEALTHANDBEAUTY,A,6000,17,0,0.14,N,3,54002.834
2-Jan,rural,26,57240,RENT,3,HEALTHANDBEAUTY,A,9000,17,0,0.16,N,3,72813.172
2-Jan,rural,23,60000,RENT,1,FURNITURE,A,9000,17,0,0.15,N,3,115273.707
3-Jan,rural,23,44000,OWN,7,HEALTHANDBEAUTY,A,6400,17,0,0.15,N,3,144013.285
3-Jan,rural,23,44000,MORTGAGE,4,ELECTRONICS,A,3200,17,0,0.07,N,4,125689.266
2-Jan,rural,23,80400,RENT,4,PERSONAL,A,9000,17,0,0.11,N,2,150435.763
3-Jan,rural,25,44196,MORTGAGE,8,HOMEIMPROVEMENT,A,4000,17,0,0.09,N,3,173352.179
3-Jan,rural,24,44208,MORTGAGE,2,HEALTHANDBEAUTY,A,7000,17,0,0.16,N,3,27150.228
2-Jan,rural,25,115000,RENT,2,HOMEIMPROVEMENT,A,9000,17,0,0.08,N,3,158491.03
3-Jan,rural,23,44400,MORTGAGE,3,ELECTRONICS,A,6500,17,0,0.15,N,4,134955.791
2-Jan,rural,25,30000,RENT,1,ELECTRONICS,A,8875,17,0,0.3,N,4,60446.225
2-Jan,rural,25,80000,RENT,,FURNITURE,A,8800,17,0,0.11,N,2,103271.819
3-Jan,rural,24,45000,MORTGAGE,8,HEALTHANDBEAUTY,A,6000,17,0,0.13,N,4,67394.558
6-Apr,urban,22,21000,RENT,1,PERSONAL,A,8500,17,1,0.4,N,4,129301.214
2-Jan,rural,21,42000,RENT,5,FURNITURE,A,8500,17,0,0.2,N,4,182871.203
2-Jan,rural,24,44000,RENT,0,MEDICAL,A,8500,17,0,0.19,N,4,2155.631
3-Jan,rural,21,45000,MORTGAGE,5,FURNITURE,A,8000,17,0,0.18,N,4,89168.86
3-Jan,rural,21,45000,MORTGAGE,5,PERSONAL,A,10000,17,0,0.22,N,2,139511.195
2-Jan,rural,25,62400,RENT,5,HEALTHANDBEAUTY,A,5000,17,0,0.08,N,2,88157.441
3-Jan,rural,21,46800,MORTGAGE,,FURNITURE,A,5000,17,0,0.11,N,3,58461.523
3-Jan,rural,22,46800,OWN,4,ELECTRONICS,A,11500,17,0,0.25,N,4,158212.065
3-Jan,rural,25,47000,OWN,9,PERSONAL,A,7000,17,0,0.15,N,4,143882.182
2-Jan,rural,21,36500,RENT,2,HEALTHANDBEAUTY,A,5500,17,0,0.15,N,2,27558.273
3-Jan,rural,23,47000,OWN,4,MEDICAL,A,7000,17,0,0.15,N,3,193941.747
3-Jan,rural,23,47000,MORTGAGE,8,HEALTHANDBEAUTY,A,7500,17,0,0.16,N,4,191590.742
3-Jan,rural,23,48000,MORTGAGE,8,HEALTHANDBEAUTY,A,10500,17,0,0.22,N,2,117782.499
3-Jan,rural,22,48000,MORTGAGE,5,ELECTRONICS,A,9600,17,0,0.2,N,4,19895.991
3-Jan,rural,23,48000,MORTGAGE,0,ELECTRONICS,A,3200,17,0,0.07,N,2,88682.832
6-Apr,urban,23,25000,RENT,7,HEALTHANDBEAUTY,A,6000,17,0,0.24,N,2,34245.229
2-Jan,rural,24,30000,RENT,6,MEDICAL,A,6000,17,0,0.2,N,3,92329.522
2-Jan,rural,22,30000,RENT,6,ELECTRONICS,A,6000,17,0,0.2,N,4,59146.619
2-Jan,rural,21,30000,RENT,4,MEDICAL,A,6000,17,0,0.2,N,3,172188.362
2-Jan,rural,23,36000,RENT,7,PERSONAL,A,6000,17,0,0.17,N,3,184000.368
2-Jan,rural,22,36000,RENT,1,FURNITURE,A,6000,17,0,0.17,N,2,33880.327
3-Jan,rural,22,49200,MORTGAGE,,FURNITURE,A,21000,17,0,0.43,N,4,64213.321
3-Jan,rural,22,49200,MORTGAGE,6,HEALTHANDBEAUTY,A,4800,17,0,0.1,N,3,102916.134
3-Jan,rural,25,49500,MORTGAGE,2,FURNITURE,A,2400,17,0,0.05,N,2,103788.998
2-Jan,rural,23,39996,RENT,2,FURNITURE,A,6000,17,0,0.15,N,3,172683.553
2-Jan,rural,22,40000,RENT,5,HEALTHANDBEAUTY,A,6000,17,0,0.15,N,4,171292.074
3-Jan,rural,24,50000,MORTGAGE,2,PERSONAL,A,6000,17,0,0.12,N,3,69620.951
2-Jan,rural,26,50000,MORTGAGE,4,HEALTHANDBEAUTY,A,17200,17,0,0.34,N,4,140584.422
2-Jan,rural,22,55000,RENT,5,FURNITURE,A,6000,17,0,0.11,N,3,145954.541
2-Jan,rural,26,50000,MORTGAGE,10,PERSONAL,A,10000,17,0,0.2,N,3,34572.257
2-Jan,rural,24,60000,RENT,9,MEDICAL,A,6000,17,0,0.1,N,3,171846.482
3-Jan,rural,22,50000,MORTGAGE,4,ELECTRONICS,A,5000,17,0,0.1,N,2,109467.038
2-Jan,rural,26,50000,OWN,5,MEDICAL,A,3250,17,0,0.07,N,2,85437.737
3-Jan,rural,22,50000,MORTGAGE,3,ELECTRONICS,A,2500,17,0,0.05,N,4,173623.366
6-Apr,urban,21,15600,RENT,,ELECTRONICS,A,7000,17,1,0.45,N,2,98285.423
2-Jan,urban,26,22884,RENT,2,MEDICAL,A,7000,17,1,0.31,N,4,79016.447
3-Jan,rural,23,50400,MORTGAGE,7,ELECTRONICS,A,8375,17,0,0.17,N,2,90740.42
2-Jan,rural,26,81000,RENT,10,PERSONAL,A,6000,17,1,0.07,N,2,110835.612
3-Jan,rural,25,50600,OWN,3,PERSONAL,A,3000,17,0,0.06,N,2,14397.84
6-Apr,urban,22,19200,RENT,2,FURNITURE,A,6250,17,1,0.33,N,3,142777.377
3-Jan,rural,24,51500,MORTGAGE,6,MEDICAL,A,4000,17,0,0.08,N,2,122477.928
2-Jan,rural,26,51700,OWN,2,HOMEIMPROVEMENT,A,13200,17,0,0.26,N,4,18537.828
2-Jan,rural,24,60000,RENT,8,ELECTRONICS,A,7000,17,1,0.12,N,4,6650.532
2-Jan,rural,22,80000,RENT,4,PERSONAL,A,7000,17,0,0.09,N,2,76097.073
3-Jan,rural,23,52000,MORTGAGE,7,ELECTRONICS,A,22000,17,0,0.42,N,2,15210.902
2-Jan,rural,24,110000,RENT,1,MEDICAL,A,7000,17,0,0.06,N,2,33287.05
2-Jan,rural,25,54503,RENT,9,ELECTRONICS,A,6300,17,0,0.12,N,2,90786.742
2-Jan,rural,22,60200,RENT,2,FURNITURE,A,6325,17,0,0.11,N,3,80482.847
3-Jan,rural,22,52000,MORTGAGE,5,HEALTHANDBEAUTY,A,3900,17,0,0.07,N,3,91110.398
2-Jan,urban,26,28000,RENT,7,MEDICAL,A,6500,17,0,0.23,N,3,162749.532
2-Jan,rural,23,33000,RENT,0,ELECTRONICS,A,6500,17,0,0.2,N,2,58143.994
3-Jan,rural,23,52780,MORTGAGE,2,PERSONAL,A,8000,17,0,0.15,N,2,180531.083
2-Jan,rural,23,80000,RENT,6,HEALTHANDBEAUTY,A,6500,17,0,0.08,N,3,18968.554
3-Jan,rural,21,53000,OWN,5,MEDICAL,A,3000,17,0,0.06,N,4,48930.269
3-Jan,rural,25,53000,MORTGAGE,9,HEALTHANDBEAUTY,A,10800,17,0,0.2,N,2,71143.724
3-Jan,rural,24,53000,OWN,3,HOMEIMPROVEMENT,A,9800,17,0,0.18,N,4,71740.753
2-Jan,rural,24,60000,RENT,0,HEALTHANDBEAUTY,A,6800,17,0,0.11,N,2,96873.734
2-Jan,rural,26,31200,RENT,1,HEALTHANDBEAUTY,A,6400,17,0,0.21,N,3,188599.454
2-Jan,rural,24,76800,RENT,0,ELECTRONICS,A,6400,17,0,0.08,N,3,14311.691
3-Jan,rural,23,54000,OWN,7,HEALTHANDBEAUTY,A,6000,17,0,0.11,N,3,125679.897
2-Jan,rural,26,54000,MORTGAGE,6,HOMEIMPROVEMENT,A,10000,17,0,0.19,N,3,72119.484
3-Jan,rural,21,54000,MORTGAGE,5,HEALTHANDBEAUTY,A,13000,17,0,0.24,N,4,148940.178
3-Jan,rural,22,54000,MORTGAGE,3,PERSONAL,A,9000,17,0,0.17,N,3,85989.322
2-Jan,rural,26,54080,OWN,10,ELECTRONICS,A,5000,17,0,0.09,N,3,8651.585
2-Jan,rural,25,31000,RENT,9,ELECTRONICS,A,7000,17,0,0.23,N,4,55798.961
2-Jan,rural,24,37000,RENT,2,MEDICAL,A,7000,17,0,0.19,N,4,77878.81
2-Jan,rural,26,38000,RENT,5,ELECTRONICS,A,7000,17,0,0.18,N,3,196780.548
3-Jan,rural,23,55000,MORTGAGE,3,PERSONAL,A,7500,17,0,0.14,N,2,27495.723
3-Jan,rural,23,55000,MORTGAGE,7,FURNITURE,A,7500,17,0,0.14,N,4,66067.371
