family_size,residential_area,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,cb_person_cred_hist_average_value
8,2,21,23040,OWN,0,ELECTRONICS,A,15000,18.9,0,0.65,N,2,35825.682
1,5,21,55000,RENT,5,FURNITURE,A,16000,18.9,0,0.29,N,2,63360.205
3,4,24,27000,OWN,9,MEDICAL,A,9475,18.9,0,0.35,N,3,91456.928
1,5,23,31000,RENT,1,FURNITURE,A,1500,18.9,0,0.05,N,3,74716.531
1,4,24,34000,RENT,3,FURNITURE,A,1500,18.9,1,0.04,N,2,78793.084
2,5,21,9600,RENT,0,ELECTRONICS,A,1750,18.9,1,0.18,N,2,112446.039
9,4,24,75000,RENT,5,HOMEIMPROVEMENT,A,1800,18.9,0,0.02,N,4,121745.604
9,2,23,29120,OWN,0,ELECTRONICS,A,6400,18.9,0,0.22,N,4,132274.202
6,5,23,12000,RENT,0,MEDICAL,A,2100,18.9,1,0.17,N,2,32444.95
2,1,23,22790,RENT,7,HEALTHANDBEAUTY,A,2400,18.9,0,0.11,N,4,76437.483
8,1,23,30000,MORTGAGE,7,ELECTRONICS,A,12000,18.9,0,0.4,N,4,3927.371
6,3,24,32000,MORTGAGE,6,ELECTRONICS,A,12250,18.9,0,0.38,N,4,80691.662
7,1,25,32000,RENT,3,FURNITURE,A,3000,18.9,0,0.09,N,3,52914.58
8,1,24,56000,RENT,4,HOMEIMPROVEMENT,A,12000,18.9,0,0.21,N,3,80079.262
5,1,23,57000,RENT,4,FURNITURE,A,12000,18.9,0,0.21,N,2,99669.838
8,3,24,39000,RENT,0,FURNITURE,A,3250,18.9,1,0.08,N,2,176255.146
7,5,22,28404,RENT,7,ELECTRONICS,A,3400,18.9,0,0.12,N,3,46589.792
9,3,25,35360,MORTGAGE,9,MEDICAL,A,10000,18.9,0,0.28,N,2,54372.248
7,4,24,43000,RENT,9,ELECTRONICS,A,11000,18.9,0,0.26,N,3,178532.32
9,2,26,36000,MORTGAGE,0,FURNITURE,A,6350,18.9,0,0.18,N,4,129183.978
4,5,23,116000,RENT,7,HEALTHANDBEAUTY,A,11000,18.9,0,0.09,N,2,8477.075
8,4,26,37000,MORTGAGE,4,HEALTHANDBEAUTY,A,10400,18.9,0,0.28,N,3,118867.597
8,1,23,29856,RENT,0,PERSONAL,A,10300,18.9,1,0.34,N,4,185465.445
2,4,24,37500,MORTGAGE,2,FURNITURE,A,5600,18.9,0,0.15,N,4,26943.823
4,4,26,75000,RENT,0,HOMEIMPROVEMENT,A,3600,18.9,0,0.05,N,4,161230.645
4,2,21,38000,OWN,1,MEDICAL,A,5000,18.9,0,0.13,N,2,96780.315
5,1,23,20400,RENT,3,FURNITURE,A,4000,18.9,0,0.2,N,4,93145.755
2,1,22,36000,RENT,0,PERSONAL,A,4000,18.9,0,0.11,N,4,95591.425
5,5,24,18200,RENT,8,ELECTRONICS,A,4500,18.9,1,0.25,N,2,189631.093
4,5,22,24500,RENT,3,FURNITURE,A,4500,18.9,0,0.18,N,2,193645.974
4,5,24,31776,RENT,6,HEALTHANDBEAUTY,A,4700,18.9,0,0.15,N,3,160133.832
3,2,24,40000,OWN,1,HOMEIMPROVEMENT,A,9000,18.9,0,0.23,N,3,81689.381
9,4,24,41600,MORTGAGE,0,HOMEIMPROVEMENT,A,10000,18.9,0,0.24,N,2,158229.622
3,2,24,114800,RENT,6,PERSONAL,A,10000,18.9,0,0.09,N,4,136957.344
1,1,22,160000,RENT,0,HEALTHANDBEAUTY,A,10000,18.9,0,0.06,N,3,99361.414
6,1,21,50000,RENT,5,ELECTRONICS,A,4900,18.9,0,0.1,N,2,111962.074
6,4,23,107000,RENT,2,FURNITURE,A,4900,18.9,0,0.05,N,2,114239.029
2,1,23,27972,RENT,6,HEALTHANDBEAUTY,A,5000,18.9,0,0.18,N,3,97402.378
2,2,25,31000,RENT,0,PERSONAL,A,5000,18.9,0,0.16,N,2,174095.722
7,1,22,42000,MORTGAGE,6,MEDICAL,A,5000,18.9,0,0.12,N,2,45250.855
2,1,25,42000,MORTGAGE,2,PERSONAL,A,6000,18.9,0,0.14,N,2,32525.312
5,5,25,35004,RENT,3,PERSONAL,A,5000,18.9,0,0.14,N,2,41260.539
4,5,26,51600,RENT,1,HOMEIMPROVEMENT,A,5000,18.9,1,0.1,N,2,143531.909
3,1,22,45000,MORTGAGE,6,HEALTHANDBEAUTY,A,7000,18.9,0,0.16,N,3,126789.367
1,1,23,54000,RENT,3,HEALTHANDBEAUTY,A,5500,18.9,0,0.1,N,3,107894.354
8,2,24,47000,MORTGAGE,0,MEDICAL,A,9000,18.9,0,0.19,N,3,116611.764
3,2,22,45900,RENT,3,ELECTRONICS,A,5750,18.9,0,0.13,N,3,104519.374
8,5,22,20400,RENT,2,ELECTRONICS,A,5800,18.9,0,0.28,N,4,67534.978
4,3,21,25200,RENT,5,HEALTHANDBEAUTY,A,6000,18.9,0,0.24,N,3,126653.213
5,3,25,48000,MORTGAGE,5,HOMEIMPROVEMENT,A,7800,18.9,0,0.16,N,2,41170.484
3,4,24,42000,MORTGAGE,2,FURNITURE,A,3500,18.9,1,0.08,N,3,82549.907
9,3,24,48000,MORTGAGE,8,ELECTRONICS,A,3100,18.9,0,0.06,N,3,88857.427
1,1,23,28800,RENT,0,FURNITURE,A,6000,18.9,0,0.21,N,3,86537.457
5,2,21,30000,RENT,3,MEDICAL,A,6000,18.9,0,0.2,N,2,167795.388
8,3,22,49000,MORTGAGE,6,HEALTHANDBEAUTY,A,4000,18.9,0,0.08,N,2,13167.063
1,5,23,40000,RENT,5,MEDICAL,A,6000,18.9,0,0.15,N,3,26535.886
7,1,23,59785,RENT,2,ELECTRONICS,A,6000,18.9,0,0.1,N,3,99665.16
4,5,22,15090,RENT,0,ELECTRONICS,A,7000,18.9,1,0.46,N,4,156731.696
9,5,23,50000,OWN,3,HEALTHANDBEAUTY,A,5000,18.9,0,0.1,N,3,62576.393
9,1,22,50000,OWN,3,ELECTRONICS,A,6000,18.9,0,0.12,N,2,192096.656
1,3,22,50000,MORTGAGE,2,FURNITURE,A,11000,18.9,0,0.22,N,4,171248.002
7,4,25,84000,RENT,2,HEALTHANDBEAUTY,A,6000,18.9,0,0.07,N,2,162737.997
3,4,22,93000,RENT,6,HOMEIMPROVEMENT,A,6000,18.9,1,0.06,N,4,87703.556
3,3,24,51000,MORTGAGE,4,HOMEIMPROVEMENT,A,8500,18.9,0,0.17,N,3,46006.978
4,1,25,67000,RENT,3,ELECTRONICS,A,7000,18.9,0,0.1,N,4,37968.123
6,4,25,52704,MORTGAGE,6,FURNITURE,A,11000,18.9,0,0.21,N,3,128783.536
7,4,22,54000,MORTGAGE,6,PERSONAL,A,7000,18.9,0,0.13,N,2,104505.912
1,5,26,54000,MORTGAGE,10,FURNITURE,A,9000,18.9,0,0.17,N,4,34421.328
7,2,26,54528,MORTGAGE,9,HOMEIMPROVEMENT,A,10000,18.9,0,0.18,N,3,58471.474
1,4,25,35000,RENT,2,PERSONAL,A,7000,18.9,0,0.2,N,3,108937.407
8,4,26,36000,RENT,1,HEALTHANDBEAUTY,A,7000,18.9,0,0.19,N,3,8048.136
8,1,25,54996,MORTGAGE,0,HEALTHANDBEAUTY,A,10000,18.9,0,0.18,N,2,94497.511
1,2,25,40000,RENT,2,FURNITURE,A,7000,18.9,0,0.17,N,3,26159.538
6,2,23,48000,RENT,6,ELECTRONICS,A,7000,18.9,0,0.15,N,3,19848.326
5,2,25,55000,MORTGAGE,9,PERSONAL,A,10200,18.9,0,0.19,N,3,90746.266
6,3,26,55000,MORTGAGE,10,HEALTHANDBEAUTY,A,12500,18.9,0,0.23,N,2,169266.037
5,2,24,56000,MORTGAGE,5,HEALTHANDBEAUTY,A,13000,18.9,0,0.23,N,3,154598.973
6,3,22,50000,RENT,1,MEDICAL,A,7500,18.9,0,0.15,N,3,174324.27
3,2,22,37000,RENT,0,ELECTRONICS,A,8000,18.9,0,0.22,N,2,165498.463
5,3,23,60000,RENT,2,ELECTRONICS,A,8000,18.9,0,0.13,N,3,94936.384
1,2,26,60000,MORTGAGE,10,FURNITURE,A,6000,18.9,0,0.1,N,4,5680.215
1,4,24,60000,MORTGAGE,6,HOMEIMPROVEMENT,A,14000,18.9,0,0.23,N,2,20078.021
1,2,22,24000,RENT,2,PERSONAL,A,5000,18.9,0,0.21,N,3,84327.898
5,1,22,60500,MORTGAGE,6,ELECTRONICS,A,12000,18.9,0,0.2,N,3,17185.356
3,3,24,25000,RENT,2,FURNITURE,A,5000,18.9,1,0.2,N,2,22560.879
5,4,22,41000,RENT,0,ELECTRONICS,A,8400,18.9,0,0.2,N,2,8718.885
9,3,24,63000,OWN,0,HOMEIMPROVEMENT,A,17600,18.9,0,0.28,N,4,106895.441
6,4,22,63000,MORTGAGE,3,PERSONAL,A,10000,18.9,0,0.16,N,4,114521.485
9,5,26,55000,RENT,10,MEDICAL,A,8400,18.9,0,0.15,N,3,34984.521
4,2,26,64260,MORTGAGE,3,MEDICAL,A,4500,18.9,0,0.07,N,2,189592.159
8,4,21,35000,RENT,5,MEDICAL,A,9000,18.9,0,0.26,N,3,172957.755
3,1,21,36140,RENT,5,ELECTRONICS,A,9000,18.9,1,0.25,N,2,11556.709
8,1,25,44000,RENT,0,MEDICAL,A,9000,18.9,0,0.2,N,3,172048.67
9,4,26,48000,RENT,7,PERSONAL,A,9000,18.9,0,0.19,N,3,80507.868
6,4,26,50760,RENT,3,FURNITURE,A,9000,18.9,0,0.18,N,2,100288.405
4,2,21,43000,RENT,2,MEDICAL,A,9200,18.9,0,0.21,N,2,99295.666
1,2,22,24000,RENT,1,HOMEIMPROVEMENT,A,9250,18.9,1,0.39,N,2,174994.253
8,5,26,28000,RENT,4,MEDICAL,A,9500,18.9,1,0.34,N,4,115744.537
9,1,22,65000,MORTGAGE,6,HEALTHANDBEAUTY,A,17000,18.9,0,0.26,N,2,107427.083
7,1,22,73000,RENT,0,PERSONAL,A,9600,18.9,1,0.13,N,3,114557.373
9,3,22,24996,RENT,3,MEDICAL,A,10000,18.9,1,0.4,N,4,122074.21
5,3,26,37500,RENT,1,FURNITURE,A,10000,18.9,0,0.27,N,3,192906.846
3,2,26,70000,MORTGAGE,10,HOMEIMPROVEMENT,A,12000,18.9,0,0.17,N,2,127187.24
4,5,26,48000,RENT,1,ELECTRONICS,A,10000,18.9,0,0.21,N,4,44610.247
8,1,23,50000,RENT,5,MEDICAL,A,10000,18.9,0,0.2,N,3,10239.37
4,2,24,55000,RENT,6,FURNITURE,A,10000,18.9,0,0.18,N,3,165998.802
5,4,24,73000,MORTGAGE,7,FURNITURE,A,14400,18.9,0,0.2,N,2,194142.013
6,4,23,62000,RENT,1,FURNITURE,A,10000,18.9,0,0.16,N,2,2223.978
4,1,25,62366,RENT,8,ELECTRONICS,A,10000,18.9,0,0.16,N,2,15405.627
1,5,23,75000,MORTGAGE,0,PERSONAL,A,5400,18.9,0,0.07,N,3,102892.861
9,4,24,75000,OWN,4,MEDICAL,A,9600,18.9,0,0.13,N,3,43310.151
9,3,24,75000,MORTGAGE,1,ELECTRONICS,A,2000,18.9,0,0.03,N,4,171699.606
2,4,26,75000,MORTGAGE,10,FURNITURE,A,10000,18.9,0,0.13,N,2,158798.041
6,4,26,78513,RENT,1,MEDICAL,A,10000,18.9,0,0.13,N,4,130437.101
2,2,24,77000,MORTGAGE,8,MEDICAL,A,14000,18.9,0,0.18,N,3,49970.115
4,5,26,32000,RENT,6,MEDICAL,A,12000,18.9,1,0.38,N,3,47854.942
1,4,24,80000,OWN,0,HEALTHANDBEAUTY,A,5500,18.9,0,0.07,N,2,178624.855
7,5,25,39996,OWN,2,HEALTHANDBEAUTY,A,12000,18.9,0,0.3,N,3,150118.089
4,2,26,83957,MORTGAGE,4,MEDICAL,A,3000,18.9,0,0.04,N,3,29982.072
8,2,21,84400,OWN,2,HEALTHANDBEAUTY,A,12000,18.9,0,0.14,N,3,42246.996
8,2,22,65000,RENT,1,ELECTRONICS,A,12000,18.9,0,0.18,N,4,168843.852
8,5,22,86000,MORTGAGE,6,FURNITURE,A,10000,18.9,0,0.12,N,4,154255.445
4,3,22,90000,RENT,3,FURNITURE,A,12000,18.9,0,0.13,N,3,177215.088
1,2,23,88000,MORTGAGE,7,MEDICAL,A,10000,18.9,0,0.11,N,2,93812.813
4,1,21,42000,RENT,4,ELECTRONICS,A,12500,18.9,0,0.3,N,2,65951.063
3,4,23,92700,MORTGAGE,2,ELECTRONICS,A,5000,18.9,0,0.05,N,4,61800.32
8,1,22,52128,RENT,6,HEALTHANDBEAUTY,A,13000,18.9,0,0.25,N,2,188282.942
5,1,22,60000,RENT,0,FURNITURE,A,13000,18.9,0,0.22,N,2,46075.765
4,4,26,95000,OWN,0,MEDICAL,A,1000,18.9,0,0.01,N,4,78030.777
2,2,24,90000,RENT,0,PERSONAL,A,13000,18.9,0,0.14,N,4,66877.627
4,4,23,98000,MORTGAGE,3,HEALTHANDBEAUTY,A,10000,18.9,0,0.1,N,3,11506.679
8,3,23,98000,MORTGAGE,4,ELECTRONICS,A,14500,18.9,0,0.15,N,3,78981.086
2,4,25,99800,MORTGAGE,1,MEDICAL,A,12000,18.9,0,0.12,N,2,81354.181
2,2,22,128165,RENT,6,FURNITURE,A,14000,18.9,0,0.11,N,3,9962.645
1,3,22,100000,MORTGAGE,6,FURNITURE,A,15000,18.9,0,0.15,N,3,49994.593
2,4,25,100000,MORTGAGE,9,MEDICAL,A,12000,18.9,0,0.12,N,4,120528.818
7,1,23,102000,OWN,7,ELECTRONICS,A,15000,18.9,0,0.15,N,3,38045.864
1,2,24,105000,MORTGAGE,0,HEALTHANDBEAUTY,A,18000,18.9,0,0.17,N,3,43325.669
3,4,26,105000,MORTGAGE,0,MEDICAL,A,15000,18.9,0,0.14,N,4,4246.193
6,1,26,100000,RENT,11,PERSONAL,A,14500,18.9,0,0.14,N,3,15530.488
9,2,26,107900,MORTGAGE,10,MEDICAL,A,16500,18.9,0,0.15,N,3,126687.684
2,3,26,108000,MORTGAGE,5,PERSONAL,A,13000,18.9,0,0.12,N,2,99759.94
6,1,24,110000,MORTGAGE,7,PERSONAL,A,12000,18.9,0,0.11,N,3,74863.438
8,5,23,40000,RENT,0,HEALTHANDBEAUTY,A,15000,18.9,1,0.38,N,4,103331.23
7,2,23,37500,RENT,0,FURNITURE,A,1800,18.9,0,0.05,N,4,35616.906
2,1,23,120000,MORTGAGE,8,HEALTHANDBEAUTY,A,14000,18.9,0,0.12,N,3,178361.202
3,1,23,120000,MORTGAGE,0,PERSONAL,A,17000,18.9,0,0.14,N,2,51516.091
8,4,22,120000,MORTGAGE,5,MEDICAL,A,18000,18.9,0,0.15,N,3,22857.972
5,3,26,120000,MORTGAGE,10,FURNITURE,A,16000,18.9,0,0.13,N,2,138038.771
7,4,25,122000,MORTGAGE,1,MEDICAL,A,10000,18.9,0,0.08,N,4,132661.583
4,4,26,125000,MORTGAGE,6,HOMEIMPROVEMENT,A,16000,18.9,0,0.13,N,4,7320.701
4,2,25,62280,RENT,3,ELECTRONICS,A,15000,18.9,0,0.24,N,4,121339.834
2,2,22,130000,MORTGAGE,1,HEALTHANDBEAUTY,A,13000,18.9,0,0.1,N,4,126276.402
2,5,22,130920,MORTGAGE,0,HEALTHANDBEAUTY,A,15000,18.9,0,0.11,N,2,90935.97
3,1,23,65000,RENT,3,HEALTHANDBEAUTY,A,15000,18.9,0,0.23,N,3,82797.677
5,3,24,20000,OWN,2,HOMEIMPROVEMENT,A,3000,18.9,0,0.15,N,2,128809.936
2,1,23,149385,OWN,7,HEALTHANDBEAUTY,A,7000,18.9,0,0.05,N,4,184995.214
8,5,26,175000,MORTGAGE,2,FURNITURE,A,3000,18.9,0,0.02,N,3,11888.752
6,5,23,168952,MORTGAGE,5,HOMEIMPROVEMENT,A,12500,18.9,1,0.07,N,2,61257.466
2,4,23,149385,OWN,7,PERSONAL,A,7000,18.9,0,0.05,N,2,116403.445
6,2,25,67000,RENT,3,MEDICAL,A,7000,18.9,0,0.1,N,2,178286.331
2,4,24,51000,MORTGAGE,4,ELECTRONICS,A,8500,18.9,0,0.17,N,4,46289.188
1,4,22,22800,MORTGAGE,0,ELECTRONICS,A,3000,18.9,0,0.13,N,4,108878.472
4,4,23,29120,OWN,0,MEDICAL,A,6400,18.9,0,0.22,N,4,89152.831
4,3,25,100000,MORTGAGE,9,ELECTRONICS,A,12000,18.9,0,0.12,N,4,111003.713
5,4,23,116000,RENT,7,ELECTRONICS,A,11000,18.9,0,0.09,N,2,7005.353
1,5,23,12000,RENT,0,ELECTRONICS,A,2100,18.9,1,0.17,N,2,130838.855
4,2,25,54996,MORTGAGE,0,HOMEIMPROVEMENT,A,10000,18.9,0,0.18,N,4,32241.748
3,5,23,29856,RENT,0,PERSONAL,A,10300,18.9,1,0.34,N,2,106579.377
2,3,24,110000,MORTGAGE,7,FURNITURE,A,12000,18.9,0,0.11,N,2,154776.27
4,3,24,20000,OWN,2,PERSONAL,A,3000,18.9,0,0.15,N,3,69144.282
5,5,26,48000,RENT,7,MEDICAL,A,9000,18.9,0,0.19,N,3,60220.115
2,1,23,50000,RENT,5,PERSONAL,A,10000,18.9,0,0.2,N,2,57625.065
7,5,26,51600,RENT,1,ELECTRONICS,A,5000,18.9,1,0.1,N,2,68579.049
1,4,23,37500,RENT,0,PERSONAL,A,1800,18.9,0,0.05,N,2,151054.338
9,3,22,50000,OWN,3,HEALTHANDBEAUTY,A,6000,18.9,0,0.12,N,4,147902.357
5,4,22,39000,MORTGAGE,6,ELECTRONICS,A,7000,18.9,1,0.18,N,3,70636.892
9,2,31,260000,MORTGAGE,14,HEALTHANDBEAUTY,A,18000,18.9,0,0.07,N,9,47141.137
8,4,30,168000,MORTGAGE,8,ELECTRONICS,A,10000,18.9,1,0.06,N,5,135805.759
1,3,30,90000,RENT,14,MEDICAL,A,18000,18.9,0,0.2,N,8,192847.732
4,3,31,24000,OWN,1,HOMEIMPROVEMENT,A,1200,18.9,0,0.05,N,5,185539.376
6,5,30,24000,MORTGAGE,7,HOMEIMPROVEMENT,A,6000,18.9,0,0.25,N,7,193724.461
6,3,27,26000,MORTGAGE,11,MEDICAL,A,5000,18.9,0,0.19,N,9,193552.966
1,2,31,29766,MORTGAGE,15,HOMEIMPROVEMENT,A,13900,18.9,0,0.47,N,8,145321.985
7,5,34,147000,RENT,1,ELECTRONICS,A,15000,18.9,0,0.1,N,5,59201.788
1,4,28,30000,MORTGAGE,2,MEDICAL,A,10500,18.9,0,0.35,N,8,27620.637
2,1,31,30016,OWN,3,HOMEIMPROVEMENT,A,11000,18.9,0,0.37,N,10,102346.835
9,4,27,45000,RENT,11,FURNITURE,A,13000,18.9,0,0.29,N,6,72772.027
8,1,27,32000,MORTGAGE,0,HEALTHANDBEAUTY,A,9850,18.9,0,0.31,N,5,135916.174
6,3,29,50000,RENT,13,HEALTHANDBEAUTY,A,12000,18.9,0,0.24,N,5,133655.785
7,5,35,34000,MORTGAGE,4,FURNITURE,A,12800,18.9,0,0.38,N,7,97630.796
4,4,27,35088,MORTGAGE,7,HEALTHANDBEAUTY,A,12000,18.9,0,0.34,N,8,23358.826
2,1,32,25000,RENT,0,FURNITURE,A,3600,18.9,0,0.14,N,8,60555.735
7,2,29,35000,RENT,2,ELECTRONICS,A,3600,18.9,0,0.1,N,10,74841.523
6,2,34,38000,OWN,1,HEALTHANDBEAUTY,A,10000,18.9,0,0.26,N,6,6843.278
3,1,30,59000,RENT,4,PERSONAL,A,4000,18.9,1,0.07,N,7,23130.492
1,3,27,45000,MORTGAGE,4,HOMEIMPROVEMENT,A,12000,18.9,0,0.27,N,6,80500.877
7,5,27,45000,MORTGAGE,8,FURNITURE,A,16750,18.9,0,0.37,N,7,191571.22
5,3,30,45600,MORTGAGE,0,HEALTHANDBEAUTY,A,6400,18.9,0,0.14,N,7,123527.315
3,5,31,27000,RENT,7,HOMEIMPROVEMENT,A,6000,18.9,1,0.22,N,6,171807.596
6,1,27,60000,RENT,6,PERSONAL,A,6000,18.9,0,0.1,N,9,171341.7
8,5,27,50400,MORTGAGE,7,MEDICAL,A,11000,18.9,0,0.22,N,5,153202.102
5,5,30,67275,RENT,4,HOMEIMPROVEMENT,A,6500,18.9,0,0.1,N,7,177289.3
8,1,34,53000,OWN,9,HOMEIMPROVEMENT,A,9600,18.9,0,0.18,N,10,124916.538
5,3,31,34000,RENT,0,MEDICAL,A,7500,18.9,0,0.22,N,8,163487.207
9,5,28,34200,RENT,8,PERSONAL,A,7500,18.9,0,0.22,N,7,67265.151
8,4,30,56628,MORTGAGE,2,HOMEIMPROVEMENT,A,12000,18.9,0,0.21,N,10,22456.261
5,4,30,48000,RENT,0,PERSONAL,A,7725,18.9,0,0.16,N,5,138079.269
2,4,30,60000,MORTGAGE,0,HOMEIMPROVEMENT,A,6000,18.9,0,0.1,N,8,45358.961
4,4,28,60000,MORTGAGE,12,MEDICAL,A,15000,18.9,0,0.25,N,9,58956.015
7,5,27,60000,MORTGAGE,5,MEDICAL,A,6000,18.9,0,0.1,N,10,182350.845
3,3,27,30000,RENT,4,PERSONAL,A,8650,18.9,0,0.29,N,6,78455.854
8,2,27,37000,RENT,6,MEDICAL,A,9000,18.9,0,0.24,N,7,33266.947
7,5,29,65000,MORTGAGE,0,HOMEIMPROVEMENT,A,10000,18.9,0,0.15,N,9,121134.404
3,5,29,71000,RENT,4,FURNITURE,A,9700,18.9,0,0.14,N,5,104358.285
6,4,29,66996,MORTGAGE,1,PERSONAL,A,9000,18.9,0,0.13,N,7,103536.788
5,4,31,30000,RENT,0,HOMEIMPROVEMENT,A,10000,18.9,1,0.33,N,10,11113.331
2,2,28,69000,MORTGAGE,2,ELECTRONICS,A,10000,18.9,0,0.14,N,8,2777.494
9,1,27,72000,OWN,10,HEALTHANDBEAUTY,A,10000,18.9,0,0.14,N,6,133629.192
5,1,28,72000,MORTGAGE,12,HEALTHANDBEAUTY,A,15000,18.9,0,0.21,N,9,131878.256
9,2,33,53000,RENT,2,ELECTRONICS,A,10000,18.9,0,0.19,N,9,164480.334
1,2,32,74000,MORTGAGE,0,PERSONAL,A,1800,18.9,0,0.02,N,10,28209.509
2,1,29,64500,RENT,5,MEDICAL,A,10000,18.9,0,0.16,N,7,139560.262
4,5,27,75670,MORTGAGE,0,MEDICAL,A,10000,18.9,0,0.13,N,10,129875.264
8,5,29,76500,MORTGAGE,13,ELECTRONICS,A,13475,18.9,0,0.18,N,9,76321.283
7,2,27,78000,OWN,2,PERSONAL,A,15000,18.9,0,0.19,N,7,28226.355
9,3,33,70000,RENT,0,ELECTRONICS,A,11200,18.9,0,0.16,N,6,83888.532
3,2,34,62900,MORTGAGE,11,MEDICAL,A,18000,18.9,1,0.24,N,5,183598.603
2,1,27,43200,RENT,0,HEALTHANDBEAUTY,A,12000,18.9,0,0.28,N,5,80807.619
4,1,29,47500,RENT,0,PERSONAL,A,12000,18.9,0,0.25,N,5,162397.258
9,4,27,82500,MORTGAGE,3,PERSONAL,A,11100,18.9,0,0.13,N,5,156986.649
5,4,27,42000,RENT,2,ELECTRONICS,A,3000,18.9,0,0.07,N,5,157468.624
6,1,29,87000,MORTGAGE,6,HEALTHANDBEAUTY,A,4800,18.9,0,0.06,N,5,101265.006
3,4,32,89000,RENT,0,MEDICAL,A,12000,18.9,0,0.13,N,6,44778.791
1,4,28,76000,MORTGAGE,12,HOMEIMPROVEMENT,A,5000,18.9,1,0.07,N,5,149453.869
9,3,33,90000,MORTGAGE,5,HEALTHANDBEAUTY,A,4200,18.9,0,0.05,N,5,145178.999
1,4,27,90000,MORTGAGE,11,PERSONAL,A,10000,18.9,0,0.11,N,7,171336.556
9,2,30,95000,MORTGAGE,6,HOMEIMPROVEMENT,A,12000,18.9,0,0.13,N,5,144296.664
8,4,31,31000,OWN,0,PERSONAL,A,12500,18.9,0,0.4,N,8,149261.264
3,3,31,38000,RENT,15,HEALTHANDBEAUTY,A,14400,18.9,1,0.38,N,7,128482.92
6,1,28,101000,MORTGAGE,8,MEDICAL,A,15000,18.9,0,0.15,N,9,184291.267
6,1,28,110000,MORTGAGE,1,ELECTRONICS,A,12000,18.9,0,0.11,N,10,168165.052
8,2,29,110000,MORTGAGE,0,HEALTHANDBEAUTY,A,15000,18.9,0,0.14,N,7,129003.924
5,1,34,112123,MORTGAGE,2,ELECTRONICS,A,12800,18.9,0,0.11,N,6,54602.019
5,2,27,113004,MORTGAGE,11,HEALTHANDBEAUTY,A,15000,18.9,0,0.13,N,8,28804.491
6,4,30,114400,MORTGAGE,14,HEALTHANDBEAUTY,A,8000,18.9,0,0.07,N,7,33402.544
6,1,30,119700,MORTGAGE,2,HOMEIMPROVEMENT,A,9500,18.9,0,0.08,N,10,66305.89
9,3,34,25800,OWN,18,ELECTRONICS,A,10000,18.9,0,0.39,N,9,116689.12
6,3,29,120000,MORTGAGE,13,HOMEIMPROVEMENT,A,7000,18.9,0,0.06,N,10,5447.662
7,1,31,120000,MORTGAGE,9,HEALTHANDBEAUTY,A,9000,18.9,0,0.07,N,6,122526.181
9,4,34,125000,MORTGAGE,4,MEDICAL,A,12000,18.9,0,0.1,N,9,28830.853
8,3,29,130000,MORTGAGE,13,HEALTHANDBEAUTY,A,17500,18.9,0,0.13,N,9,160278.352
5,2,29,135000,MORTGAGE,0,ELECTRONICS,A,11000,18.9,0,0.08,N,8,39382.804
5,1,28,139913,MORTGAGE,7,HOMEIMPROVEMENT,A,5375,18.9,0,0.04,N,6,104061.95
6,1,31,294000,MORTGAGE,7,HEALTHANDBEAUTY,A,12000,18.9,0,0.04,N,6,82818.082
3,5,35,762000,OWN,8,MEDICAL,A,10000,18.9,0,0.01,N,10,12591.74
9,2,30,56628,MORTGAGE,2,MEDICAL,A,12000,18.9,0,0.21,N,9,62355.448
2,4,30,95000,MORTGAGE,6,FURNITURE,A,12000,18.9,0,0.13,N,6,176612.103
5,3,33,90000,MORTGAGE,5,ELECTRONICS,A,4200,18.9,0,0.05,N,6,96596.458
7,1,30,45600,MORTGAGE,0,PERSONAL,A,6400,18.9,0,0.14,N,7,107640.411
4,4,35,762000,OWN,8,MEDICAL,A,10000,18.9,0,0.01,N,8,35992.749
3,4,28,110000,MORTGAGE,1,MEDICAL,A,12000,18.9,0,0.11,N,7,199603.473
5,2,28,64600,MORTGAGE,12,MEDICAL,A,5000,18.9,1,0.07,N,9,41130.668
4,4,27,82500,MORTGAGE,3,FURNITURE,A,11100,18.9,0,0.13,N,7,101774.285
6,4,34,38000,OWN,1,HOMEIMPROVEMENT,A,10000,18.9,0,0.26,N,9,165255.021
1,3,28,30000,MORTGAGE,2,HEALTHANDBEAUTY,A,10500,18.9,0,0.35,N,8,156651.658
6,3,30,90000,RENT,14,FURNITURE,A,18000,18.9,0,0.2,N,7,43147.492
7,1,32,89000,RENT,0,MEDICAL,A,12000,18.9,0,0.13,N,6,103772.716
4,4,45,52000,RENT,0,MEDICAL,A,1500,18.9,0,0.03,N,13,109674.101
5,5,44,28000,OWN,0,HEALTHANDBEAUTY,A,3500,18.9,0,0.13,N,12,171285.356
9,2,44,102000,RENT,9,MEDICAL,A,15000,18.9,0,0.15,N,12,10544.713
2,4,43,54000,RENT,0,FURNITURE,A,3000,18.9,0,0.06,N,14,105199.465
3,2,39,70000,RENT,1,HOMEIMPROVEMENT,A,6000,18.9,0,0.09,N,12,71058.408
3,2,40,80000,RENT,0,MEDICAL,A,6000,18.9,0,0.07,N,11,75635.225
5,1,41,51000,MORTGAGE,10,HOMEIMPROVEMENT,A,14500,18.9,0,0.28,N,11,195943.353
